ImageFile,AnimateInanimate,ValenceScore,Rand,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,trialsTest1_3.thisRepN,trialsTest1_3.thisTrialN,trialsTest1_3.thisN,trialsTest1_3.thisIndex,trialsTest1_4.thisRepN,trialsTest1_4.thisTrialN,trialsTest1_4.thisN,trialsTest1_4.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsTestImages2_1.thisRepN,trialsTestImages2_1.thisTrialN,trialsTestImages2_1.thisN,trialsTestImages2_1.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,WelcomeText.started,WelcomeText.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ConsentText.started,ConsentText.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionText.started,InstructionText.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_7.started,text_7.stopped,text_4.started,text_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image.started,image.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_2.started,image_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_3.started,image_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,image_4.started,image_4.stopped,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,image_5.started,image_5.stopped,text_8.started,text_8.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,text_3.started,text_3.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,text_9.started,text_9.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.151248625013977,None,space,0.25561954197473824,15.151248625013977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Sleepy pose 1.jpg,1,2.603,0.943587941998371,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,16.04312316700816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5823958750115708,15.449004582944326,None,15.449004582944326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53443633299321,None,space,0.4188138749450445,16.53443633299321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Dirt 1.jpg,2,1.6168,0.7915235630823373,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,17.480254041962326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.469252459006384,16.9859895829577,None,16.9859895829577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.974263374926522,None,space,1.2873378329677507,17.974263374926522,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,22.43128712498583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.272738582920283,None,1,3.1449606250971556,19.272738582920283,None,,,,,,,,,,,,,,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.922459332970902,None,space,5.773715834016912,22.922459332970902,None,,,,,,,,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Birthday 3.jpg,1,5.5506,0.319524409358253,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,29.46217220800463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6986470419215038,28.75196420797147,None,28.75196420797147,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Horse 1.jpg,2,5.9469,0.3760306701871555,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,15,,,,,,,30.269870916963555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.28143025003373623,29.964794375002384,None,29.964794375002384,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Explosion 4.jpg,1,2.4912,0.37218646222486884,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,18,,,,,,,30.791015291935764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.002302124979905784,30.778958207927644,None,30.778958207927644,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Jail 2.jpg,1,1.9691,0.8398600376243888,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,31.49007008294575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.18842487502843142,31.290925499983132,None,31.290925499983132,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Picnic 1.jpg,2,6.0998,0.8333126648555074,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,,,,,,,32.0632158749504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.056509540998376906,31.995553041924722,None,31.995553041924722,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Intensity 1.jpg,2,2.8252,0.9103573554148229,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,16,,,,,,,32.82278508297168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.248708458035253,32.5612272080034,None,32.5612272080034,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Miserable pose 1.jpg,2,2.579,0.7024555430911605,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,13,,,,,,,33.519865582929924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.18284533300902694,33.32305704196915,None,33.32305704196915,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Police 5.jpg,2,2.4345,0.6054784475062427,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,34.23757062491495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.2029203330166638,34.02119179198053,None,34.02119179198053,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Soldiers 7.jpg,2,2.5465,0.2696768289046516,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,34.89437200000975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.14507850003428757,34.73265058291145,None,34.73265058291145,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Mother 5.jpg,2,5.9438,0.0898926956017535,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,14,,,,,,,35.68279400002211,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.28092808404471725,35.39185916702263,None,35.39185916702263,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Toilet 4.jpg,1,2.4986,0.24701919740172684,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,7,,,,,,,36.42421783297323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.2338772079674527,36.17612479196396,None,36.17612479196396,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Sad pose 1.jpg,2,2.8801,0.19381369440426544,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,36.995139457983896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.04782300000078976,36.92637829191517,None,36.92637829191517,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Neonazi 1.jpg,2,2.0577,0.2661110498977508,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,6,,,,,,,37.771566250012256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.24967608402948827,37.49943079194054,None,37.49943079194054,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Fire 7.jpg,1,1.7007,0.2575505223871397,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,38.515256125014275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.22224441694561392,38.26922587491572,None,38.26922587491572,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Baby 6.jpg,2,6.0604,0.7516402056790349,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,5,,,,,,,39.287991582998075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.24617466609925032,39.02831404202152,None,39.02831404202152,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Massage 2.jpg,2,5.7288,0.884560452207011,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,12,,,,,,,40.02820716693532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.22820845898240805,39.78810295800213,None,39.78810295800213,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Sidewalk 6.jpg,1,2.7978,0.47506612754185906,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,19,,,,,,,40.680686332983896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.1328372920397669,40.53700945794117,None,40.53700945794117,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Explosion 1.jpg,1,2.7061,0.13465869768632377,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,41.439802999957465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.24562770896591246,41.17987045797054,None,41.17987045797054,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Yarn 1.jpg,1,2.5645,0.9087927786187595,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,8,,,,,,,42.2459075829247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.28142070898320526,41.949908416951075,None,41.949908416951075,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
Images/Bird 3.jpg,2,6.0495,0.012961172525481013,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,9,,,,,,,43.0571918329224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.2858341250102967,42.75070154201239,None,42.75070154201239,None,,001,2022_Jun_03_1521,psychopy,2021.2.3,None,
