ImageFile,AnimateInanimate,ValenceScore,Rand,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,trialsTest1_3.thisRepN,trialsTest1_3.thisTrialN,trialsTest1_3.thisN,trialsTest1_3.thisIndex,trialsTest1_4.thisRepN,trialsTest1_4.thisTrialN,trialsTest1_4.thisN,trialsTest1_4.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsTestImages2_1.thisRepN,trialsTestImages2_1.thisTrialN,trialsTestImages2_1.thisN,trialsTestImages2_1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,WelcomeText.started,WelcomeText.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ConsentText.started,ConsentText.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionText.started,InstructionText.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_7.started,text_7.stopped,text_4.started,text_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image.started,image.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_2.started,image_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_3.started,image_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,image_4.started,image_4.stopped,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,image_5.started,image_5.stopped,text_8.started,text_8.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,image_7.started,image_7.stopped,text_9.started,text_9.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,image_6.started,image_6.stopped,key_resp_17.keys,key_resp_17.corr,key_resp_17.rt,key_resp_17.started,key_resp_17.stopped,image_8.started,image_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.790728749940172,None,space,0.2629082500934601,19.790728749940172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Sleepy pose 1.jpg,1,2.603,0.943587941998371,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,20.490513292024843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.38701370905619115,20.09113883296959,None,20.09113883296959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.984704292030074,None,space,0.2715006669750437,20.984704292030074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Dirt 1.jpg,2,1.6168,0.7915235630823373,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,21.613085874938406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3123047079425305,21.28691408294253,None,21.28691408294253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.111066999961622,None,space,0.22839358309283853,22.111066999961622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Tiger 2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,27.603941875044256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.220356250065379,22.372639999957755,None,22.372639999957755,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Wedding 7.jpg,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,29.239772749948315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1239966669818386,28.10407366696745,None,28.10407366696745,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Storage 3.jpg,1,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,30.497066874988377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7381749169435352,29.7475220420165,None,29.7475220420165,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Sad face 1.jpg,2,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,31.446705000009388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.42362212506122887,31.002013082965277,None,31.002013082965277,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Shark 7.jpg,2,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,32.266416708007455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.30799883406143636,31.95179795799777,None,31.95179795799777,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Rocks 3.jpg,1,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,33.0580138330115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.26984491595067084,32.771056124940515,None,32.771056124940515,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Socks 1.jpg,1,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,33.765714125009254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.18990433402359486,33.56085687503219,None,33.56085687503219,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Pigeon 4.jpg,2,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,34.45660024997778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.18100750003941357,34.26427879196126,None,34.26427879196126,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Surprise 2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,35.21248758304864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2349265409866348,34.95555837498978,None,34.95555837498978,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Yarn 4.jpg,1,,,,,,,,,,,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,36.15045487496536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.42185975005850196,35.71658958296757,None,35.71658958296757,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.64678583294153,None,space,2.9271207080455497,36.64678583294153,None,,,,,,,,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Fire 7.jpg,1,1.7007,0.2575505223871397,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,40.236908457940444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5924789579585195,39.6301234170096,None,39.6301234170096,None,,,,,,,,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Elephant 1.jpg,2,5.8272,0.727686106610318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,41.30914862500504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.5327916250098497,40.76384100003634,None,40.76384100003634,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Galaxy 2.jpg,1,5.7867,0.3193577863328001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,11,,,,,,,42.222528957994655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.382971917046234,41.81635900004767,None,41.81635900004767,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Frustrated pose 2.jpg,2,2.6481,0.9835247849574866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,43.119380332995206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3766399590531364,42.72640050004702,None,42.72640050004702,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Bridge 1.jpg,1,5.9383,0.7280776864007487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,10,,,,,,,44.00063429202419,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3603679579682648,43.62751566700172,None,43.62751566700172,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Miserable pose 5.jpg,2,2.9754,0.8891439707630439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,19,,,,,,,44.908106000046246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3942484579747543,44.50360566703603,None,44.50360566703603,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Hangover 1.jpg,2,2.3921,0.5202939654083889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,45.67005012498703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.2503895000554621,45.40762920794077,None,45.40762920794077,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Car Accident 3.jpg,1,2.7945,0.0434178592037221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,18,,,,,,,46.516520707984455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.33284166699741036,46.17248412501067,None,46.17248412501067,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Gun 6.jpg,1,2.9016,0.5624552116796375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,47.24902979203034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.21775341604370624,47.01856283296365,None,47.01856283296365,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Gun 4.jpg,1,2.9016,0.4797988948390023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,15,,,,,,,47.84362337493803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.078516082954593,47.75218254199717,None,47.75218254199717,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Couple 8.jpg,2,5.7678,0.2950874497117757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,48.465339125017636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.10257004201412201,48.35152949998155,None,48.35152949998155,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Garbage dump 3.jpg,1,2.0219,0.350393201470347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,12,,,,,,,49.1685041669989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.18928749999031425,48.97164283297025,None,48.97164283297025,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Fireworks 3.jpg,1,6.0651,0.6482747677270315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,7,,,,,,,49.79111608304083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.0885187080129981,49.68460270797368,None,49.68460270797368,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Dead bodies 2.jpg,2,1.2275,0.1919382765632477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,13,,,,,,,50.39116829202976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.07878033304587007,50.29988266702276,None,50.29988266702276,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Flowers 9.jpg,1,5.9383,0.9019314780175947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,16,,,,,,,51.27404004195705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3643017499707639,50.90386658301577,None,50.90386658301577,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Dog 2.jpg,2,5.9348,0.8224751356721797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,51.854206416988745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.0613952080020681,51.78216745797545,None,51.78216745797545,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Lake 2.jpg,1,6.3635,0.6280847881706122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,6,,,,,,,52.416888499981724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.05316808307543397,52.35482870799024,None,52.35482870799024,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Flowers 6.jpg,1,5.9556,0.947680247901311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,1,,,,,,,53.02167212497443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.08038824994582683,52.917671332950704,None,52.917671332950704,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Lake 10.jpg,1,6.125,0.5595361608030758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,4,,,,,,,53.56341570802033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.0236652500461787,53.52416916703805,None,53.52416916703805,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Lake 12.jpg,1,6.4088,0.434259541522947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,17,,,,,,,54.144459791947156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.06180483300704509,54.07462291698903,None,54.07462291698903,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
Images/Flowers 1.jpg,1,5.8142,0.5523292819921903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,3,,,,,,,54.826035249978304,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.1636176670435816,54.64797120797448,None,54.64797120797448,None,,001,2022_Jun_03_1534,psychopy,2021.2.3,None,
